  дата    время     T    Vh  Fi    vx     vy     vz      P     Hu
02.06.2022 00:01:39 6.585 2.598 103.6 0.512 2.125 0.240 711.7 85.1
02.06.2022 00:02:39 6.429 2.444 99.6 0.333 1.965 0.139 711.7 85.3
02.06.2022 00:03:39 6.708 1.899 86.5 -0.078 1.292 0.265 711.7 85.8
02.06.2022 00:04:39 7.067 4.260 72.1 -1.219 3.769 0.127 711.7 85.7
02.06.2022 00:05:39 6.897 4.292 75.3 -1.042 3.988 0.030 711.7 84.7
02.06.2022 00:06:39 6.913 4.101 77.8 -0.828 3.836 0.058 711.7 84.5
02.06.2022 00:07:39 7.477 3.276 79.2 -0.522 2.746 0.073 711.6 84.3
02.06.2022 00:08:39 7.344 2.090 86.1 -0.114 1.696 0.248 711.6 83.4
02.06.2022 00:09:40 7.050 2.620 85.7 -0.178 2.380 0.121 711.5 82.9
02.06.2022 00:10:40 6.893 2.333 84.3 -0.192 1.937 0.180 711.5 82.9
02.06.2022 00:11:40 6.682 2.675 88.9 -0.048 2.415 0.078 711.4 83.1
02.06.2022 00:12:40 6.535 2.159 94.5 0.125 1.576 0.246 711.4 83.6
02.06.2022 00:13:40 6.678 2.687 88.1 -0.075 2.300 0.215 711.4 84.1
02.06.2022 00:14:40 6.417 2.471 84.4 -0.196 1.996 0.229 711.3 84.2
02.06.2022 00:15:40 6.442 2.483 90.5 0.019 2.119 0.240 711.3 84.7
02.06.2022 00:16:40 6.313 2.431 83.9 -0.224 2.093 0.232 711.4 85.0
02.06.2022 00:17:41 6.286 2.462 82.5 -0.276 2.114 0.157 711.4 85.3
02.06.2022 00:18:41 6.332 1.984 81.4 -0.233 1.543 0.234 711.4 85.5
02.06.2022 00:19:41 6.129 2.099 83.0 -0.225 1.836 0.245 711.4 85.6
02.06.2022 00:20:41 6.061 1.933 84.3 -0.165 1.665 0.197 711.4 85.9
02.06.2022 00:21:41 5.831 2.621 100.1 0.427 2.398 0.175 711.4 86.2
02.06.2022 00:22:41 5.839 5.302 115.0 2.194 4.710 0.173 711.4 87.0
02.06.2022 00:23:41 5.901 5.498 115.0 2.299 4.929 0.066 711.4 87.6
02.06.2022 00:24:41 5.862 5.431 111.1 1.942 5.032 0.401 711.4 87.8
02.06.2022 00:25:42 5.743 4.859 111.2 1.739 4.480 0.274 711.4 88.0
02.06.2022 00:26:42 5.967 5.101 115.8 2.180 4.517 0.170 711.4 88.4
02.06.2022 00:27:42 5.873 4.670 111.5 1.688 4.294 0.214 711.4 88.0
02.06.2022 00:28:42 5.974 2.342 100.0 0.354 2.003 0.192 711.4 87.9
02.06.2022 00:29:42 5.994 2.386 101.5 0.426 2.103 0.263 711.4 87.9
02.06.2022 00:30:42 5.945 2.271 96.4 0.223 1.993 0.108 711.5 87.8
02.06.2022 00:31:42 5.898 2.226 100.5 0.357 1.929 0.089 711.5 87.8
02.06.2022 00:32:42 5.830 2.426 93.5 0.141 2.289 0.130 711.4 87.8
02.06.2022 00:33:43 5.906 2.346 90.8 0.032 2.221 0.055 711.4 88.0
02.06.2022 00:34:43 5.846 2.304 92.7 0.102 2.187 0.079 711.4 87.9
02.06.2022 00:35:43 5.936 2.285 93.6 0.139 2.197 0.082 711.4 87.9
02.06.2022 00:36:43 5.951 1.974 92.9 0.095 1.867 0.120 711.4 87.9
02.06.2022 00:37:43 6.191 1.696 86.6 -0.093 1.552 0.138 711.4 87.8
02.06.2022 00:38:43 6.210 1.659 84.3 -0.157 1.568 0.118 711.4 87.4
02.06.2022 00:39:43 6.024 1.946 79.3 -0.352 1.858 0.002 711.4 87.0
02.06.2022 00:40:43 5.937 1.875 60.6 -0.910 1.612 0.057 711.4 87.0
02.06.2022 00:41:44 5.859 1.894 47.0 -1.285 1.379 0.070 711.4 87.2
02.06.2022 00:42:44 5.812 1.947 38.3 -1.517 1.200 0.115 711.3 87.4
02.06.2022 00:43:44 6.346 3.144 45.6 -2.186 2.231 0.154 711.2 87.5
02.06.2022 00:44:44 6.379 3.603 56.0 -2.005 2.972 0.135 711.1 86.5
02.06.2022 00:45:44 6.411 4.246 61.3 -2.031 3.711 0.046 711.1 85.8
02.06.2022 00:46:44 6.410 5.038 64.0 -2.202 4.519 -0.056 711.1 85.3
02.06.2022 00:47:44 6.240 5.412 66.6 -2.146 4.953 -0.032 711.1 85.1
02.06.2022 00:48:44 6.267 5.623 65.8 -2.304 5.119 -0.073 711.1 85.2
02.06.2022 00:49:45 6.270 5.473 64.3 -2.367 4.925 -0.121 711.1 85.2
02.06.2022 00:50:45 6.296 4.793 63.9 -2.102 4.295 -0.045 711.1 85.3
02.06.2022 00:51:45 6.272 4.213 66.1 -1.701 3.832 0.021 711.1 85.2
02.06.2022 00:52:45 6.148 3.566 62.0 -1.668 3.134 0.031 711.1 85.2
02.06.2022 00:53:45 6.282 3.549 63.4 -1.580 3.160 0.056 711.1 85.5
02.06.2022 00:54:45 6.215 3.178 71.6 -0.980 2.947 -0.068 711.1 85.5
02.06.2022 00:55:45 6.210 2.678 77.1 -0.582 2.533 0.023 711.1 85.5
02.06.2022 00:56:45 6.412 2.844 80.5 -0.450 2.699 0.150 711.1 85.5
02.06.2022 00:57:46 6.864 2.630 83.3 -0.284 2.427 0.158 711.1 85.2
02.06.2022 00:58:46 6.680 2.190 85.0 -0.177 2.026 0.115 711.1 84.3
02.06.2022 00:59:46 6.520 2.236 88.6 -0.051 2.087 0.102 711.1 84.0
02.06.2022 01:00:46 6.418 2.066 89.5 -0.016 1.848 0.130 711.1 84.1
02.06.2022 01:01:46 6.308 1.971 93.1 0.087 1.587 0.248 711.1 84.3
02.06.2022 01:02:46 6.276 2.439 93.1 0.126 2.330 0.143 711.1 84.6
02.06.2022 01:03:46 6.234 2.460 95.3 0.216 2.322 -0.029 711.1 84.9
02.06.2022 01:04:46 6.323 2.778 99.8 0.456 2.648 0.025 711.1 85.0
02.06.2022 01:05:47 6.349 1.952 90.4 0.014 1.811 0.040 711.1 85.1
02.06.2022 01:06:47 6.227 1.531 83.4 -0.160 1.389 0.131 711.1 85.0
02.06.2022 01:07:47 6.165 2.369 75.9 -0.570 2.269 -0.003 711.1 85.1
02.06.2022 01:08:47 6.230 2.060 77.6 -0.435 1.973 0.034 711.1 85.5
02.06.2022 01:09:47 6.478 2.101 82.5 -0.265 2.025 0.063 711.1 85.7
02.06.2022 01:10:47 6.992 2.688 78.4 -0.519 2.537 -0.044 711.1 85.3
02.06.2022 01:11:47 6.772 2.175 79.1 -0.401 2.086 -0.052 711.1 84.4
02.06.2022 01:12:47 6.888 1.450 86.5 -0.085 1.379 -0.007 711.1 84.0
02.06.2022 01:13:48 6.867 1.533 98.9 0.212 1.363 0.060 711.1 83.7
02.06.2022 01:14:48 6.924 2.062 96.8 0.221 1.866 0.072 711.1 83.3
02.06.2022 01:15:48 6.832 1.580 92.4 0.056 1.341 0.069 711.1 82.9
02.06.2022 01:16:48 6.646 1.442 89.1 -0.021 1.302 0.099 711.1 82.8
02.06.2022 01:17:48 6.821 1.572 78.9 -0.256 1.310 0.054 711.1 83.0
02.06.2022 01:18:48 6.910 1.109 90.0 -0.010 0.761 0.067 711.1 83.1
02.06.2022 01:19:48 7.046 2.063 84.9 -0.169 1.915 0.104 711.0 83.0
02.06.2022 01:20:48 7.054 1.831 90.8 0.016 1.102 0.162 710.9 82.6
02.06.2022 01:21:49 7.349 1.921 86.4 -0.101 1.590 0.109 710.8 82.3
02.06.2022 01:22:49 6.946 1.260 107.1 0.275 0.895 0.069 710.8 81.7
02.06.2022 01:23:49 6.993 1.323 103.9 0.223 0.902 0.148 710.8 81.8
02.06.2022 01:24:49 7.292 1.682 168.1 1.307 0.275 0.095 710.8 81.9
02.06.2022 01:25:49 6.985 2.645 238.1 1.356 -2.179 1.041 710.8 81.5
02.06.2022 01:26:49 6.686 2.576 255.5 0.635 -2.460 1.401 710.8 82.0
02.06.2022 01:27:49 6.393 2.685 262.5 0.350 -2.650 1.540 710.8 83.1
02.06.2022 01:28:49 6.405 3.264 265.9 0.230 -3.237 1.668 710.7 84.5
02.06.2022 01:29:50 6.444 3.444 258.9 0.659 -3.364 1.738 710.6 85.0
02.06.2022 01:30:50 6.139 3.184 262.0 0.439 -3.138 1.585 710.5 85.2
02.06.2022 01:31:50 6.122 2.951 273.0 -0.152 -2.930 1.590 710.5 86.1
02.06.2022 01:32:50 6.184 2.859 271.2 -0.061 -2.836 1.507 710.5 86.5
02.06.2022 01:33:50 5.983 2.826 273.9 -0.193 -2.806 1.655 710.5 86.7
02.06.2022 01:34:50 5.863 2.774 273.7 -0.181 -2.757 1.472 710.5 87.2
02.06.2022 01:35:50 5.898 2.630 274.2 -0.191 -2.609 1.465 710.6 87.8
02.06.2022 01:36:50 5.890 2.471 281.5 -0.488 -2.404 1.241 710.5 88.0
02.06.2022 01:37:51 5.972 2.484 292.5 -0.938 -2.267 1.014 710.5 87.9
02.06.2022 01:38:51 6.025 2.779 306.0 -1.623 -2.234 0.871 710.5 87.6
02.06.2022 01:39:51 5.986 2.761 314.8 -1.922 -1.936 0.720 710.6 87.2
02.06.2022 01:40:51 5.851 3.224 333.4 -2.871 -1.440 0.628 710.6 87.1
02.06.2022 01:41:51 5.884 3.683 336.0 -3.353 -1.491 0.680 710.5 87.2
02.06.2022 01:42:51 5.909 4.365 339.7 -4.078 -1.508 0.777 710.5 87.0
02.06.2022 01:43:51 5.965 4.813 341.9 -4.569 -1.489 0.780 710.5 86.8
02.06.2022 01:44:51 6.216 4.185 330.2 -3.503 -2.005 0.858 710.6 86.4
02.06.2022 01:45:52 6.245 4.040 328.5 -3.426 -2.098 0.910 710.6 85.6
02.06.2022 01:46:52 6.325 3.798 328.6 -3.217 -1.960 0.842 710.5 85.2
02.06.2022 01:47:52 6.385 3.376 316.7 -2.429 -2.289 0.935 710.5 84.8
02.06.2022 01:48:52 6.359 3.285 322.1 -2.578 -2.011 0.822 710.6 84.7
02.06.2022 01:49:52 6.431 2.927 320.8 -2.257 -1.838 0.682 710.6 84.5
02.06.2022 01:50:52 6.377 3.140 328.2 -2.657 -1.650 0.655 710.7 84.3
02.06.2022 01:51:52 6.275 3.076 342.2 -2.900 -0.930 0.429 710.7 84.2
02.06.2022 01:52:52 6.397 2.488 358.4 -2.433 -0.068 0.087 710.7 84.4
02.06.2022 01:53:53 6.225 2.768 13.5 -2.613 0.626 0.068 710.7 84.4
02.06.2022 01:54:53 6.436 2.969 19.9 -2.724 0.985 0.097 710.6 84.5
02.06.2022 01:55:53 6.466 2.893 9.9 -2.788 0.488 0.117 710.6 84.3
02.06.2022 01:56:53 6.578 3.227 0.0 -3.176 0.003 0.188 710.5 84.1
02.06.2022 01:57:53 6.733 3.685 352.6 -3.610 -0.471 0.354 710.5 83.7
02.06.2022 01:58:53 6.857 3.155 352.1 -3.089 -0.427 0.258 710.5 82.9
02.06.2022 01:59:53 6.819 3.776 339.5 -3.502 -1.309 0.604 710.5 82.4
02.06.2022 02:00:53 6.919 3.515 336.8 -3.187 -1.363 0.746 710.5 82.0
02.06.2022 02:01:54 7.198 2.695 333.8 -2.357 -1.158 0.439 710.5 81.2
02.06.2022 02:02:54 7.031 3.019 348.9 -2.946 -0.579 0.329 710.5 80.7
02.06.2022 02:03:54 6.974 2.864 0.5 -2.833 0.023 -0.031 710.6 80.7
02.06.2022 02:04:54 6.813 2.887 12.6 -2.770 0.620 0.047 710.6 81.0
02.06.2022 02:05:54 6.720 3.682 16.7 -3.479 1.045 0.157 710.7 81.4
02.06.2022 02:06:54 7.041 3.563 15.5 -3.385 0.942 0.137 710.7 81.5
02.06.2022 02:07:54 7.044 3.241 8.1 -3.168 0.452 0.021 710.8 81.3
02.06.2022 02:08:54 7.132 3.183 7.3 -3.111 0.399 0.011 710.8 81.0
02.06.2022 02:09:55 7.274 3.350 5.4 -3.304 0.310 -0.066 710.8 80.7
02.06.2022 02:10:55 7.259 3.362 4.5 -3.313 0.258 -0.021 710.8 80.2
02.06.2022 02:11:55 7.250 4.394 353.7 -4.352 -0.484 0.293 710.8 80.0
02.06.2022 02:12:55 7.317 4.046 356.1 -4.017 -0.273 0.152 710.8 79.7
02.06.2022 02:13:55 7.300 4.084 356.5 -4.057 -0.250 0.138 710.8 79.5
02.06.2022 02:14:55 7.350 3.708 3.8 -3.666 0.245 -0.047 710.8 79.4
02.06.2022 02:15:55 7.133 3.295 6.3 -3.237 0.355 0.029 710.8 79.4
02.06.2022 02:16:55 7.167 3.410 5.3 -3.360 0.314 -0.070 710.8 79.6
02.06.2022 02:17:56 7.141 3.856 357.9 -3.826 -0.140 0.016 710.8 79.6
02.06.2022 02:18:56 6.656 4.950 348.8 -4.837 -0.962 0.696 710.8 80.1
02.06.2022 02:19:56 6.589 5.511 339.8 -5.167 -1.903 1.077 710.8 81.3
02.06.2022 02:20:56 6.504 5.777 334.0 -5.189 -2.526 1.352 710.7 81.8
02.06.2022 02:21:56 6.473 5.789 328.4 -4.928 -3.032 1.459 710.6 82.2
02.06.2022 02:22:56 6.458 5.586 326.6 -4.661 -3.075 1.444 710.5 82.7
02.06.2022 02:23:56 6.514 5.596 329.1 -4.799 -2.870 1.365 710.5 82.8
02.06.2022 02:24:56 5.660 4.682 355.1 -4.473 -0.381 0.478 710.7 83.0
02.06.2022 02:25:57 5.537 3.866 5.4 -3.792 0.355 0.081 710.8 85.0
02.06.2022 02:26:57 5.638 4.041 8.8 -3.943 0.611 0.095 710.8 86.1
02.06.2022 02:27:57 5.894 4.731 6.1 -4.654 0.500 0.057 710.8 86.7
02.06.2022 02:28:57 5.951 5.213 356.9 -5.173 -0.283 0.207 710.8 86.6
02.06.2022 02:29:57 6.048 4.821 0.4 -4.762 0.033 0.212 710.8 86.3
02.06.2022 02:30:57 6.599 6.031 353.4 -5.971 -0.694 0.457 710.8 85.7
02.06.2022 02:31:57 6.428 6.600 351.3 -6.509 -1.002 0.726 710.8 84.3
02.06.2022 02:32:58 6.412 6.383 349.8 -6.271 -1.130 0.755 710.8 84.0
02.06.2022 02:33:58 6.362 6.283 350.2 -6.178 -1.064 0.764 710.8 84.1
02.06.2022 02:34:58 6.304 5.588 349.3 -5.477 -1.035 0.674 710.8 84.1
02.06.2022 02:35:58 6.348 6.020 350.8 -5.929 -0.963 0.658 710.8 84.3
02.06.2022 02:36:58 5.874 6.493 350.7 -6.401 -1.044 0.721 710.8 84.8
02.06.2022 02:37:58 5.741 6.420 351.7 -6.337 -0.922 0.723 710.8 86.3
02.06.2022 02:38:58 6.068 5.806 354.8 -5.767 -0.528 0.385 710.8 87.8
02.06.2022 02:39:58 6.325 5.386 357.9 -5.340 -0.196 0.139 710.8 87.4
02.06.2022 02:40:59 6.474 5.706 353.1 -5.649 -0.687 0.463 710.8 86.0
02.06.2022 02:41:59 6.454 4.488 359.5 -4.451 -0.037 0.032 710.8 85.5
02.06.2022 02:42:59 6.644 4.716 359.7 -4.683 -0.023 -0.029 710.8 86.1
02.06.2022 02:43:59 6.796 4.646 4.4 -4.575 0.355 0.068 710.8 85.5
02.06.2022 02:44:59 6.387 4.183 7.7 -4.093 0.554 0.081 710.8 85.2
02.06.2022 02:45:59 5.948 4.083 17.2 -3.864 1.196 0.256 710.8 86.0
02.06.2022 02:46:59 6.338 4.995 19.9 -4.657 1.687 0.296 710.8 86.8
02.06.2022 02:48:00 6.635 4.774 19.0 -4.460 1.537 0.211 710.8 87.0
02.06.2022 02:49:00 6.469 4.278 14.0 -4.096 1.021 0.158 710.8 86.3
02.06.2022 02:50:00 5.896 4.136 10.3 -4.027 0.735 0.123 710.8 87.3
02.06.2022 02:51:00 5.847 4.063 14.5 -3.859 1.000 0.323 710.8 88.3
02.06.2022 02:52:00 6.821 4.186 15.0 -3.979 1.063 0.181 710.8 88.0
02.06.2022 02:53:00 6.297 4.348 3.4 -4.264 0.252 0.167 710.8 86.7
02.06.2022 02:54:00 6.537 4.355 3.1 -4.299 0.232 0.024 710.8 86.7
02.06.2022 02:55:00 6.216 4.232 5.7 -4.173 0.418 -0.102 710.8 86.6
02.06.2022 02:56:01 6.388 4.065 11.2 -3.924 0.774 0.142 710.8 87.1
02.06.2022 02:57:01 6.608 4.124 8.6 -4.028 0.608 0.010 710.8 86.9
02.06.2022 02:58:01 6.741 3.901 6.0 -3.835 0.406 0.031 710.9 86.2
02.06.2022 02:59:01 7.147 4.273 3.4 -4.226 0.249 -0.089 710.9 85.6
02.06.2022 03:00:01 7.224 4.612 359.0 -4.583 -0.083 0.035 711.1 84.3
02.06.2022 03:01:01 7.085 4.864 358.1 -4.834 -0.161 0.094 711.1 83.2
02.06.2022 03:02:01 7.126 5.005 357.7 -4.974 -0.197 0.067 711.1 82.6
02.06.2022 03:03:01 6.982 5.417 0.1 -5.381 0.009 -0.098 711.1 82.3
02.06.2022 03:04:02 6.579 6.381 355.2 -6.335 -0.534 0.433 711.1 82.3
02.06.2022 03:05:02 6.291 7.260 352.5 -7.180 -0.942 0.746 711.0 83.2
02.06.2022 03:06:02 5.996 7.444 352.2 -7.357 -1.008 0.840 710.9 84.8
02.06.2022 03:07:02 5.597 7.473 351.4 -7.372 -1.112 0.832 710.9 86.3
02.06.2022 03:08:02 5.947 7.406 352.8 -7.333 -0.928 0.784 710.8 87.8
02.06.2022 03:09:02 6.305 6.882 354.7 -6.835 -0.630 0.472 710.8 87.5
02.06.2022 03:10:02 5.844 6.396 359.9 -6.369 -0.011 -0.007 710.9 86.5
02.06.2022 03:11:02 5.735 6.350 359.2 -6.322 -0.088 0.041 710.9 87.2
02.06.2022 03:12:03 5.955 5.809 0.9 -5.771 0.093 -0.030 710.9 87.7
02.06.2022 03:13:03 5.872 4.959 6.3 -4.892 0.536 -0.100 710.8 87.6
02.06.2022 03:14:03 6.209 4.657 5.5 -4.596 0.439 -0.051 710.8 87.6
02.06.2022 03:15:03 5.695 4.717 3.7 -4.664 0.302 -0.046 710.8 87.2
02.06.2022 03:16:03 6.373 5.861 0.8 -5.824 0.078 -0.029 710.8 87.4
02.06.2022 03:17:03 6.208 5.761 2.2 -5.716 0.218 -0.095 710.8 86.6
02.06.2022 03:18:03 6.677 5.353 2.2 -5.313 0.201 -0.109 710.8 86.0
02.06.2022 03:19:03 6.774 4.632 1.5 -4.585 0.120 0.014 710.8 84.7
02.06.2022 03:20:04 7.010 4.680 356.9 -4.649 -0.249 0.163 710.7 83.8
02.06.2022 03:21:04 7.200 3.913 360.0 -3.842 -0.003 0.137 710.7 82.4
02.06.2022 03:22:04 7.063 3.998 352.9 -3.944 -0.493 0.301 710.6 81.7
02.06.2022 03:23:04 7.121 3.579 351.3 -3.521 -0.536 0.268 710.5 81.0
02.06.2022 03:24:04 7.096 3.944 352.6 -3.903 -0.509 0.316 710.5 80.7
02.06.2022 03:25:04 6.925 3.242 1.0 -3.195 0.056 0.036 710.5 80.7
02.06.2022 03:26:04 6.878 2.919 4.7 -2.875 0.237 0.004 710.5 81.0
02.06.2022 03:27:04 6.850 2.852 5.8 -2.788 0.282 0.032 710.5 80.9
02.06.2022 03:28:05 6.557 3.508 4.1 -3.454 0.248 -0.002 710.5 81.4
02.06.2022 03:29:05 6.776 3.978 2.2 -3.940 0.153 -0.043 710.5 81.8
02.06.2022 03:30:05 7.036 4.331 351.5 -4.265 -0.634 0.314 710.6 81.4
02.06.2022 03:31:05 6.821 4.501 351.8 -4.435 -0.638 0.368 710.6 80.7
02.06.2022 03:32:05 6.986 4.392 350.2 -4.316 -0.746 0.443 710.6 80.8
02.06.2022 03:33:05 6.773 4.174 346.3 -4.039 -0.981 0.589 710.5 80.4
02.06.2022 03:34:05 6.839 4.035 346.3 -3.906 -0.952 0.501 710.5 80.7
02.06.2022 03:35:05 6.800 4.874 341.3 -4.607 -1.563 0.806 710.5 80.6
02.06.2022 03:36:06 6.623 5.010 336.3 -4.587 -2.009 0.949 710.5 80.7
02.06.2022 03:37:06 6.822 5.088 341.6 -4.823 -1.606 0.837 710.5 80.9
02.06.2022 03:38:06 6.693 5.067 332.8 -4.505 -2.311 1.082 710.5 80.6
02.06.2022 03:39:06 6.610 4.891 333.3 -4.364 -2.194 0.997 710.5 80.7
02.06.2022 03:40:06 6.609 4.950 323.1 -3.954 -2.969 1.218 710.5 81.0
02.06.2022 03:41:06 6.409 4.772 325.2 -3.915 -2.717 1.097 710.5 81.6
02.06.2022 03:42:06 6.376 5.025 326.3 -4.170 -2.785 1.190 710.5 82.1
02.06.2022 03:43:06 6.085 4.957 324.7 -4.022 -2.853 1.139 710.5 82.7
02.06.2022 03:44:07 6.251 4.832 317.2 -3.525 -3.268 1.251 710.5 83.9
02.06.2022 03:45:07 6.629 4.890 314.2 -3.404 -3.495 1.397 710.5 83.3
02.06.2022 03:46:07 6.510 4.823 317.4 -3.548 -3.261 1.267 710.5 82.8
02.06.2022 03:47:07 6.680 4.823 314.7 -3.388 -3.427 1.338 710.5 83.1
02.06.2022 03:48:07 6.794 4.852 314.0 -3.371 -3.485 1.427 710.5 82.3
02.06.2022 03:49:07 6.551 5.058 311.7 -3.364 -3.772 1.557 710.5 82.0
02.06.2022 03:50:07 6.348 4.837 310.6 -3.139 -3.658 1.522 710.5 82.7
02.06.2022 03:51:07 5.928 4.538 314.0 -3.148 -3.263 1.320 710.5 84.2
02.06.2022 03:52:08 6.080 4.343 311.7 -2.885 -3.243 1.319 710.5 85.6
02.06.2022 03:53:08 5.864 4.173 314.2 -2.907 -2.986 1.162 710.5 85.6
02.06.2022 03:54:08 5.837 3.997 318.8 -3.004 -2.634 0.979 710.5 86.4
02.06.2022 03:55:08 5.923 3.742 319.8 -2.855 -2.416 0.881 710.5 86.8
02.06.2022 03:56:08 5.681 3.663 323.8 -2.948 -2.161 0.818 710.5 87.0
02.06.2022 03:57:08 5.443 3.549 333.0 -3.159 -1.611 0.622 710.5 87.8
02.06.2022 03:58:08 5.493 3.060 338.6 -2.845 -1.118 0.439 710.5 88.6
02.06.2022 03:59:08 5.511 2.931 343.4 -2.804 -0.834 0.337 710.4 88.8
02.06.2022 04:00:09 5.713 2.391 351.3 -2.357 -0.359 0.117 710.3 89.0
02.06.2022 04:01:09 5.641 1.727 6.5 -1.683 0.192 -0.079 710.2 89.1
02.06.2022 04:02:09 5.671 1.719 10.7 -1.660 0.313 -0.098 710.2 89.2
02.06.2022 04:03:09 5.661 1.774 19.3 -1.638 0.574 -0.058 710.2 89.2
02.06.2022 04:04:09 5.626 2.035 28.7 -1.769 0.968 0.007 710.2 89.1
02.06.2022 04:05:09 5.702 2.199 30.3 -1.890 1.103 0.072 710.2 89.1
02.06.2022 04:06:09 5.743 2.082 34.3 -1.713 1.169 0.075 710.1 89.1
02.06.2022 04:07:09 5.862 2.160 40.1 -1.650 1.389 -0.056 710.0 88.9
02.06.2022 04:08:10 6.005 2.396 47.6 -1.612 1.764 -0.076 709.9 88.3
02.06.2022 04:09:10 6.078 1.922 55.9 -1.076 1.587 -0.130 709.9 87.7
02.06.2022 04:10:10 5.947 1.391 58.7 -0.715 1.178 -0.093 709.9 87.6
02.06.2022 04:11:10 5.803 1.118 58.2 -0.566 0.913 -0.091 709.9 87.4
02.06.2022 04:12:10 5.398 0.894 37.9 -0.698 0.543 0.035 709.9 88.3
02.06.2022 04:13:10 5.337 0.876 37.8 -0.684 0.530 0.058 709.9 88.7
02.06.2022 04:14:10 5.406 0.941 38.1 -0.731 0.573 0.018 709.9 89.1
02.06.2022 04:15:10 5.306 1.268 37.5 -1.000 0.767 0.005 709.9 89.1
02.06.2022 04:16:11 5.480 1.359 42.1 -0.999 0.904 -0.006 709.9 89.3
02.06.2022 04:17:11 5.557 1.395 35.5 -1.122 0.801 0.029 709.9 89.4
02.06.2022 04:18:11 5.574 1.193 30.9 -1.009 0.603 0.055 709.9 89.5
02.06.2022 04:19:11 5.548 0.846 36.6 -0.659 0.489 0.089 709.9 89.6
02.06.2022 04:20:11 5.564 1.128 36.7 -0.883 0.658 0.040 709.9 89.6
02.06.2022 04:21:11 5.535 0.854 33.2 -0.693 0.454 0.107 709.8 89.7
02.06.2022 04:22:11 5.660 1.300 51.4 -0.794 0.994 -0.060 709.8 89.7
02.06.2022 04:23:11 5.605 1.465 47.1 -0.990 1.066 -0.010 709.8 89.2
02.06.2022 04:24:12 5.412 1.575 38.5 -1.222 0.974 0.049 709.8 89.3
02.06.2022 04:25:12 5.311 1.970 33.4 -1.635 1.079 0.101 709.9 89.7
02.06.2022 04:26:12 5.610 2.039 32.6 -1.700 1.087 0.012 709.9 89.8
02.06.2022 04:27:12 5.711 2.708 30.2 -2.323 1.354 0.124 709.9 89.6
02.06.2022 04:28:12 5.881 3.129 26.8 -2.779 1.402 0.111 709.9 89.0
02.06.2022 04:29:12 5.941 3.335 27.7 -2.946 1.548 0.128 709.9 88.5
02.06.2022 04:30:12 6.191 2.759 26.9 -2.446 1.241 0.112 709.9 88.1
02.06.2022 04:31:12 6.434 2.483 16.9 -2.338 0.712 0.038 709.9 87.3
02.06.2022 04:32:13 6.554 1.997 10.3 -1.930 0.351 -0.031 709.9 86.5
02.06.2022 04:33:13 6.628 2.214 11.8 -2.128 0.446 -0.036 709.9 85.9
02.06.2022 04:34:13 6.211 2.135 8.1 -2.073 0.297 0.033 709.9 85.5
02.06.2022 04:35:13 6.003 2.264 7.2 -2.208 0.281 -0.011 709.9 85.8
02.06.2022 04:36:13 6.105 2.197 7.0 -2.150 0.264 -0.065 709.9 86.1
02.06.2022 04:37:13 6.220 2.123 12.4 -2.038 0.447 -0.032 709.9 86.1
02.06.2022 04:38:13 6.279 1.991 26.4 -1.768 0.878 0.010 709.8 85.9
02.06.2022 04:39:13 6.257 1.683 20.8 -1.563 0.594 -0.033 709.6 85.7
02.06.2022 04:40:14 6.395 1.388 12.7 -1.327 0.299 -0.046 709.6 85.5
02.06.2022 04:41:14 6.200 1.728 35.1 -1.390 0.977 -0.007 709.6 85.5
02.06.2022 04:42:14 6.178 1.519 33.3 -1.240 0.814 -0.033 709.6 85.4
02.06.2022 04:43:14 6.159 1.380 40.9 -1.022 0.886 -0.006 709.6 85.7
02.06.2022 04:44:14 6.232 1.361 32.9 -1.117 0.721 -0.035 709.6 85.5
02.06.2022 04:45:14 6.379 1.067 29.4 -0.906 0.510 -0.047 709.6 85.7
02.06.2022 04:46:14 6.269 0.966 27.9 -0.834 0.441 -0.013 709.6 85.7
02.06.2022 04:47:14 6.191 0.859 7.4 -0.826 0.108 -0.056 709.6 85.5
02.06.2022 04:48:15 6.209 1.057 1.0 -1.032 0.018 -0.075 709.6 85.5
02.06.2022 04:49:15 6.196 1.225 355.3 -1.212 -0.099 -0.043 709.6 85.4
02.06.2022 04:50:15 6.017 1.675 352.6 -1.652 -0.215 0.054 709.6 85.5
02.06.2022 04:51:15 5.927 1.946 347.1 -1.885 -0.432 0.214 709.6 85.8
02.06.2022 04:52:15 5.975 2.252 345.0 -2.165 -0.581 0.252 709.6 86.1
02.06.2022 04:53:15 5.709 2.446 343.0 -2.330 -0.713 0.379 709.5 86.2
02.06.2022 04:54:15 5.541 2.497 338.2 -2.306 -0.924 0.586 709.4 87.0
02.06.2022 04:55:15 5.667 1.950 345.7 -1.878 -0.480 0.269 709.3 87.6
02.06.2022 04:56:16 5.690 1.880 337.6 -1.727 -0.711 0.269 709.3 87.8
02.06.2022 04:57:16 5.873 1.998 347.8 -1.946 -0.421 0.158 709.3 87.8
02.06.2022 04:58:16 5.504 2.752 347.3 -2.670 -0.601 0.410 709.5 87.9
02.06.2022 04:59:16 5.799 3.336 353.6 -3.304 -0.369 0.176 709.6 88.3
02.06.2022 05:00:16 5.787 3.783 356.3 -3.758 -0.243 0.147 709.6 88.1
02.06.2022 05:01:16 5.760 4.726 355.1 -4.691 -0.406 0.261 709.6 88.2
